UBERON:0000000	processual entity
UBERON:0005733	limb field
UBERON:0005734	tunica adventitia of blood vessel
UBERON:0005740	tunica intima of artery
UBERON:0005742	adventitia
UBERON:0005744	bone foramen
UBERON:0005745	optic foramen
UBERON:0005749	glomerular tuft
UBERON:0005750	glomerular parietal epithelium
UBERON:0005751	visceral layer of glomerular capsule
UBERON:0005753	caudal part of nephrogenic cord
UBERON:0005754	rostral part of nephrogenic cord
UBERON:0005760	urorectal septum
UBERON:0005764	acellular membrane
UBERON:0005769	basement membrane of epithelium
UBERON:0005777	glomerular basement membrane
UBERON:0005787	lamina densa of glomerular basement membrane
UBERON:0005788	lamina rara interna
UBERON:0005789	lamina rara externa
UBERON:0005792	nephric ridge
UBERON:0005795	embryonic uterus
UBERON:0005800	section of aorta
UBERON:0005805	dorsal aorta
UBERON:0005806	portal system
UBERON:0005808	bone tissue of long bone
UBERON:0005809	cortex of manus bone
UBERON:0005813	tubercle
UBERON:0005837	fasciculus of spinal cord
UBERON:0005838	fasciculus of brain
UBERON:0005844	spinal cord segment
UBERON:0005845	caudal segment of spinal cord
UBERON:0005856	developing mesenchymal condensation
UBERON:0005863	cartilaginous condensation
UBERON:0005865	pre-muscle condensation
UBERON:0005866	pre-cartilage condensation
UBERON:0005867	mandibular prominence
UBERON:0005868	maxillary prominence
UBERON:0005870	olfactory pit
UBERON:0005872	1st arch pharyngeal cleft
UBERON:0005873	2nd arch pharyngeal cleft
UBERON:0005874	3rd arch pharyngeal cleft
UBERON:0005876	undifferentiated genital tubercle
UBERON:0005879	pharyngeal cleft
UBERON:0005881	autopodial extension
UBERON:0005884	hyoid arch skeleton
UBERON:0005891	coelomic epithelium
UBERON:0005893	leg bone
UBERON:0005897	manus bone
UBERON:0005899	pes bone
UBERON:0005902	occipital region
UBERON:0005903	duct of seminal vesicle
UBERON:0005904	duct of male reproductive system
UBERON:0005906	serous sac
UBERON:0005908	conjunctival sac
UBERON:0005911	endo-epithelium
UBERON:0005913	zone of bone organ
UBERON:0005928	external naris
UBERON:0005932	bulb of hair follicle
UBERON:0005933	hair root sheath
UBERON:0005941	hair inner root sheath
UBERON:0005942	hair outer root sheath
UBERON:0005944	axial skeleton plus cranial skeleton
UBERON:0005946	outflow tract of atrium
UBERON:0005953	outflow part of right ventricle
UBERON:0005956	outflow part of left ventricle
UBERON:0005965	outflow part of right atrium
UBERON:0005966	outflow part of left atrium
UBERON:0005969	eye trabecular meshwork
UBERON:0005971	amniotic fold
UBERON:0005979	crista terminalis
UBERON:0005983	heart layer
UBERON:0005985	coronary vessel
UBERON:0005986	left bundle branch
UBERON:0005987	right bundle branch
UBERON:0005989	atrioventricular septum
UBERON:0006002	vitelline artery
UBERON:0006003	integumentary adnexa
UBERON:0006004	hair follicle matrix region
UBERON:0006008	fibrous ring of heart
UBERON:0006056	posterior surface of head
UBERON:0006058	multi-limb segment region
UBERON:0006061	process of vertebra
UBERON:0006063	cartilaginous neural arch
UBERON:0006067	musculature of hindlimb zeugopod
UBERON:0006068	bone of tail
UBERON:0006071	caudal region
UBERON:0006072	cervical region of vertebral column
UBERON:0006073	thoracic region of vertebral column
UBERON:0006076	caudal region of vertebral column
UBERON:0006077	subdivision of vertebral column
UBERON:0006082	fundus of urinary bladder
UBERON:0006098	basal nuclear complex
UBERON:0006106	cochlear canal
UBERON:0006127	funiculus of spinal cord
UBERON:0006133	funiculus of neuraxis
UBERON:0006134	nerve fiber
UBERON:0006135	myelinated nerve fiber
UBERON:0006136	unmyelinated nerve fiber
UBERON:0006170	mesonephric capsule
UBERON:0006173	pronephric proximal tubule
UBERON:0006175	pronephric distal tubule
UBERON:0006182	mesonephric glomerular mesangium
UBERON:0006183	mesonephric glomerular capillary
UBERON:0006189	mesonephric connecting tubule
UBERON:0006190	mesonephric distal tubule
UBERON:0006192	mesonephric proximal tubule
UBERON:0006206	iridocorneal angle
UBERON:0006207	aortico-pulmonary spiral septum
UBERON:0006208	auditory hillocks
UBERON:0006210	body-wall mesenchyme
UBERON:0006211	buccopharyngeal membrane
UBERON:0006213	carpus cartilage element
UBERON:0006214	carpus pre-cartilage condensation
UBERON:0006215	rhombic lip
UBERON:0006217	cloacal membrane
UBERON:0006218	common atrial chamber
UBERON:0006219	deltoid pre-muscle mass
UBERON:0006222	future diencephalon
UBERON:0006224	elbow joint primordium
UBERON:0006232	facio-acoustic VII-VIII preganglion complex
UBERON:0006233	female genital tubercle
UBERON:0006234	femur pre-cartilage condensation
UBERON:0006235	foregut-midgut junction
UBERON:0006238	future brain
UBERON:0006240	future forebrain
UBERON:0006241	future spinal cord
UBERON:0006242	gall bladder primordium
UBERON:0006245	humerus cartilage element
UBERON:0006246	humerus pre-cartilage condensation
UBERON:0006256	knee joint primordium
UBERON:0006260	lingual swellings
UBERON:0006261	male genital tubercle
UBERON:0006264	mouth-foregut junction
UBERON:0006266	nasolacrimal groove
UBERON:0006267	notochordal plate
UBERON:0006268	notochordal process
UBERON:0006273	otic pit
UBERON:0006279	pleuroperitoneal canal
UBERON:0006283	future cardiac ventricle
UBERON:0006284	early prosencephalic vesicle
UBERON:0006288	rib cartilage element
UBERON:0006289	rib pre-cartilage condensation
UBERON:0006290	scapula cartilage element
UBERON:0006291	scapula pre-cartilage condensation
UBERON:0006292	shoulder joint primordium
UBERON:0006293	spleen primordium
UBERON:0006304	future trigeminal ganglion
UBERON:0006311	chamber of eyeball
UBERON:0006312	ocular refractive media
UBERON:0006314	bodily fluid
UBERON:0006331	brainstem nucleus
UBERON:0006334	posterior lateral line
UBERON:0006338	lateral ventricle choroid plexus stroma
UBERON:0006340	fourth ventricle choroid plexus stroma
UBERON:0006341	outer renal medulla peritubular capillary
UBERON:0006347	communicating artery
UBERON:0006355	superior vesical vein
UBERON:0006376	premacula segment of distal straight tubule
UBERON:0006435	os penis
UBERON:0006440	os clitoris
UBERON:0006444	annulus fibrosus
UBERON:0006524	alveolar system
UBERON:0006525	left lung alveolar system
UBERON:0006526	right lung alveolar system
UBERON:0006530	seminal fluid
UBERON:0006534	renal convoluted tubule
UBERON:0006535	skin secretion
UBERON:0006536	male reproductive gland secretion
UBERON:0006537	female reproductive gland secretion
UBERON:0006538	respiratory system fluid/secretion
UBERON:0006539	mammary gland fluid/secretion
UBERON:0006541	outer medulla inner stripe loop of Henle
UBERON:0006542	outer medulla outer stripe loop of Henle
UBERON:0006544	kidney vasculature
UBERON:0006553	renal duct
UBERON:0006555	excretory tube
UBERON:0006558	lymphatic part of lymphoid system
UBERON:0006561	non-lymphatic part of lymphoid system
UBERON:0006562	pharynx
UBERON:0006563	tunica media of pulmonary trunk
UBERON:0006565	female urethral meatus
UBERON:0006566	left ventricle myocardium
UBERON:0006567	right ventricle myocardium
UBERON:0006568	hypothalamic nucleus
UBERON:0006569	diencephalic nucleus
UBERON:0006574	pectinate line
UBERON:0006585	vestibular organ
UBERON:0006586	otolymph
UBERON:0006595	presumptive endoderm
UBERON:0006596	presumptive blood
UBERON:0006598	presumptive structure
UBERON:0006600	presumptive enteric nervous system
UBERON:0006601	presumptive ectoderm
UBERON:0006603	presumptive mesoderm
UBERON:0006606	mandibular symphysis
UBERON:0006614	aponeurosis
UBERON:0006615	venous sinus
UBERON:0006616	right external ear
UBERON:0006617	left external ear
UBERON:0006642	muscle layer of oviduct
UBERON:0006645	adventitia of epididymis
UBERON:0006646	muscle layer of epididymis
UBERON:0006647	adventitia of ductus deferens
UBERON:0006648	adventitia of seminal vesicle
UBERON:0006652	muscular layer of vagina
UBERON:0006653	glans clitoris
UBERON:0006657	glenoid fossa
UBERON:0006658	interphalangeal joint
UBERON:0006660	muscular coat
UBERON:0006661	epicranial aponeurosis
UBERON:0006668	carotid canal
UBERON:0006675	venous valve
UBERON:0006677	surface of epithelium
UBERON:0006682	hypoglossal canal
UBERON:0006686	spinal vein
UBERON:0006692	vertebral canal
UBERON:0006694	cerebellum vasculature
UBERON:0006716	mesopodium region
UBERON:0006717	autopodial skeleton
UBERON:0006723	cochlear modiolus
UBERON:0006725	spiral ligament
UBERON:0006756	median lingual swelling
UBERON:0006757	lateral lingual swelling
UBERON:0006761	corneo-scleral junction
UBERON:0006763	epithelium of conjunctiva
UBERON:0006799	glandular epithelium
UBERON:0006813	nasal skeleton
UBERON:0006815	areolar connective tissue
UBERON:0006832	lumen of open tracheal system trachea
UBERON:0006833	lumen of trachea
UBERON:0006841	central vein of liver
UBERON:0006843	root of cranial nerve
UBERON:0006846	surface groove
UBERON:0006849	scapula
UBERON:0006851	renal cortex peritubular capillary
UBERON:0006853	renal cortex tubule
UBERON:0006854	distal straight tubule postmacula segment
UBERON:0006855	muscular coat of ureter
UBERON:0006858	adrenal/interrenal gland
UBERON:0006861	diaphysis proper
UBERON:0006862	diaphysis of femur
UBERON:0006863	proximal metaphysis of femur
UBERON:0006864	distal metaphysis of femur
UBERON:0006865	metaphysis of femur
UBERON:0006866	terminal part of digestive tract
UBERON:0006868	seminal fluid secreting gland
UBERON:0006871	embryonic footplate
UBERON:0006872	handplate apical ectodermal ridge
UBERON:0006875	embryonic handplate
UBERON:0006876	vasculature of organ
UBERON:0006877	vasculature of liver
UBERON:0006904	head mesenchyme from mesoderm
UBERON:0006905	mandibular process mesenchyme
UBERON:0006909	lumen of digestive tract
UBERON:0006913	lip epithelium
UBERON:0006914	squamous epithelium
UBERON:0006915	stratified squamous epithelium
UBERON:0006916	non-keratinized epithelium of tongue
UBERON:0006919	tongue squamous epithelium
UBERON:0006920	esophagus squamous epithelium
UBERON:0006921	stomach squamous epithelium
UBERON:0006922	cervix squamous epithelium
UBERON:0006923	vagina squamous epithelium
UBERON:0006924	stomach glandular epithelium
UBERON:0006925	digestive system gland
UBERON:0006929	glandular columnar epithelium
UBERON:0006931	stomach glandular region mucosa
UBERON:0006932	vestibular epithelium
UBERON:0006934	sensory epithelium
UBERON:0006935	crista ampullaris neuroepithelium
UBERON:0006936	thymus subcapsular epithelium
UBERON:0006937	inner ear epithelium
UBERON:0006938	pinna surface epithelium
UBERON:0006946	efferent duct
UBERON:0006947	male genital duct
UBERON:0006948	efferent duct epithelium
UBERON:0006953	ejaculatory duct epithelium
UBERON:0006955	uterine epithelium
UBERON:0006960	ovary stroma
UBERON:0006964	pars distalis of adenohypophysis
UBERON:0006965	vascular cord
UBERON:0006966	coronary capillary
UBERON:0006984	anatomical surface
UBERON:0007005	cardiogenic splanchnic mesoderm
UBERON:0007010	cleaving embryo
UBERON:0007021	sexually immature organism
UBERON:0007023	adult organism
UBERON:0007026	presumptive gut
UBERON:0007037	mechanosensory system
UBERON:0007098	mandibular neural crest
UBERON:0007099	hyoid neural crest
UBERON:0007100	primary circulatory organ
UBERON:0007119	neck of femur
UBERON:0007122	pharyngeal pouch 1
UBERON:0007123	pharyngeal pouch 2
UBERON:0007124	pharyngeal pouch 3
UBERON:0007128	glomeral mesenchyme
UBERON:0007134	trunk ganglion
UBERON:0007135	neural keel
UBERON:0007142	left internal carotid artery
UBERON:0007143	right internal carotid artery
UBERON:0007144	embryonic post-anal tail
UBERON:0007147	lumen of midgut
UBERON:0007148	lumen of hindgut
UBERON:0007158	lumen of anal canal
UBERON:0007159	lumen of colon
UBERON:0007171	border of scapula
UBERON:0007172	angle of scapula
UBERON:0007173	lateral border of scapula
UBERON:0007174	medial border of scapula
UBERON:0007175	inferior angle of scapula
UBERON:0007177	lamina propria of mucosa of colon
UBERON:0007181	serosa of infundibulum of uterine tube
UBERON:0007182	muscle layer of infundibulum of uterine tube
UBERON:0007188	mesothelium of serous pericardium
UBERON:0007195	stroma of bone marrow
UBERON:0007196	tracheobronchial tree
UBERON:0007197	hermaphroditic organism
UBERON:0007204	brachiocephalic vasculature
UBERON:0007213	mesenchyme derived from head neural crest
UBERON:0007214	mesenchyme derived from trunk neural crest
UBERON:0007220	late embryonic stage
UBERON:0007223	osseus cochlea
UBERON:0007237	1st arch mandibular component
UBERON:0007238	1st arch maxillary component
UBERON:0007239	tunica media of artery
UBERON:0007240	tunica adventitia of artery
UBERON:0007241	tunica adventitia of vein
UBERON:0007242	tunica intima of vein
UBERON:0007243	tunica media of vein
UBERON:0007245	nuclear complex of neuraxis
UBERON:0007247	nucleus of superior olivary complex
UBERON:0007252	intervertebral disk of cervical vertebra
UBERON:0007254	intervertebral disk of thoracic vertebra
UBERON:0007267	trachea pre-cartilage rings
UBERON:0007269	pectoral appendage musculature
UBERON:0007270	pelvic appendage musculature
UBERON:0007271	appendage musculature
UBERON:0007272	pectoral appendage skeleton
UBERON:0007273	pelvic appendage skeleton
UBERON:0007277	presumptive hindbrain
UBERON:0007278	presumptive sinus venosus
UBERON:0007280	presumptive endocardium
UBERON:0007281	presumptive midbrain hindbrain boundary
UBERON:0007282	presumptive segmental plate
UBERON:0007284	presumptive neural plate
UBERON:0007285	presumptive paraxial mesoderm
UBERON:0007288	presumptive forebrain midbrain boundary
UBERON:0007297	presumptive pronephric mesoderm
UBERON:0007298	pronephric proximal convoluted tubule
UBERON:0007300	pectoral appendage blood vessel
UBERON:0007301	appendage blood vessel
UBERON:0007302	pectoral appendage vasculature
UBERON:0007303	pharyngeal vasculature
UBERON:0007304	appendage vasculature
UBERON:0007306	pronephric glomerular capillary
UBERON:0007307	pronephric glomerular basement membrane
UBERON:0007324	pancreatic lobule
UBERON:0007329	pancreatic duct
UBERON:0007352	stria vascularis vasculature
UBERON:0007367	surface of tongue
UBERON:0007371	superior surface of tongue
UBERON:0007376	outer epithelium
UBERON:0007383	enveloping layer of ectoderm
UBERON:0007384	appendage lymph vessel
UBERON:0007385	pectoral appendage lymph vessel
UBERON:0007386	pelvic appendage lymph vessel
UBERON:0007389	paired limb/fin cartilage
UBERON:0007390	pectoral appendage cartilage tissue
UBERON:0007391	pelvic appendage cartilage tissue
UBERON:0007414	nucleus of midbrain tegmentum
UBERON:0007418	neural decussation
UBERON:0007425	decussation of diencephalon
UBERON:0007473	lumen of epithelial sac
UBERON:0007499	epithelial sac
UBERON:0007500	epithelial tube open at both ends
UBERON:0007501	arborizing epithelial duct system
UBERON:0007503	epithelial vesicle
UBERON:0007521	smooth muscle sphincter
UBERON:0007524	dense mesenchyme tissue
UBERON:0007529	loose mesenchyme tissue
UBERON:0007530	migrating mesenchyme population
UBERON:0007589	ciliated columnar oviduct epithelium
UBERON:0007590	cuboidal oviduct epithelium
UBERON:0007592	ciliated columnar epithelium
UBERON:0007601	ciliated epithelium
UBERON:0007602	stratified columnar epithelium
UBERON:0007616	layer of synovial tissue
UBERON:0007617	synovial cavity of joint
UBERON:0007619	limiting membrane of retina
UBERON:0007625	pigment epithelium of eye
UBERON:0007635	nucleus of medulla oblongata
UBERON:0007637	hippocampus stratum lucidum
UBERON:0007639	hippocampus alveus
UBERON:0007641	trigeminal nuclear complex
UBERON:0007644	thoracic lymph node
UBERON:0007645	future meninx
UBERON:0007646	endomeninx
UBERON:0007647	ectomeninx
UBERON:0007651	anatomical junction
UBERON:0007652	esophageal sphincter
UBERON:0007684	uriniferous tubule
UBERON:0007685	region of nephron tubule
UBERON:0007687	kidney field
UBERON:0007688	anlage
UBERON:0007689	thyroid diverticulum
UBERON:0007690	early pharyngeal endoderm
UBERON:0007691	gustatory pore
UBERON:0007692	nucleus of thalamus
UBERON:0007699	tract of spinal cord
UBERON:0007702	tract of brain
UBERON:0007719	bone of reproductive organ
UBERON:0007721	interphalangeal joint of pes
UBERON:0007722	interphalangeal joint of manus
UBERON:0007771	epidermis gland
UBERON:0007777	umbilical vein endothelium
UBERON:0007778	umbilical artery endothelium
UBERON:0007779	transudate
UBERON:0007794	secretion of serous gland
UBERON:0007798	vascular system
UBERON:0007806	connecting stalk
UBERON:0007807	connecting stalk vasculature
UBERON:0007808	adipose tissue of abdominal region
UBERON:0007811	craniocervical region
UBERON:0007812	post-anal tail
UBERON:0007823	appendage girdle region
UBERON:0007826	peritoneal mesentery
UBERON:0007827	external nose
UBERON:0007828	girdle bone/zone
UBERON:0007829	pectoral girdle bone
UBERON:0007830	pelvic girdle bone/zone
UBERON:0007831	pectoral girdle skeleton
UBERON:0007832	pelvic girdle skeleton
UBERON:0007842	membrane bone
UBERON:0007844	cartilage element
UBERON:0007845	regular connective tissue
UBERON:0007846	dense regular connective tissue
UBERON:0007914	bone of craniocervical region
UBERON:0007997	sesamoid bone of manus
UBERON:0008000	sesamoid bone of pes
UBERON:0008001	irregular bone
UBERON:0008114	joint of girdle
UBERON:0008115	surface of cartilage
UBERON:0008193	pneumatized bone
UBERON:0008196	muscle of pectoral girdle
UBERON:0008202	bone of hip region
UBERON:0008203	pelvic cavity
UBERON:0008229	craniocervical region musculature
UBERON:0008231	dorsal thoracic segment of trunk
UBERON:0008243	upper back muscle
UBERON:0008255	right clavicle
UBERON:0008256	left clavicle
UBERON:0008266	periodontal ligament
UBERON:0008281	tooth bud
UBERON:0008307	heart endothelium
UBERON:0008310	nasopharyngeal gland
UBERON:0008324	erectile tissue
UBERON:0008331	clitoral smooth muscle
UBERON:0008339	microvascular endothelium
UBERON:0008342	intestinal villus of duodenum
UBERON:0008343	intestinal villus of jejunum
UBERON:0008344	intestinal villus of ileum
UBERON:0008345	ileal epithelium
UBERON:0008346	duodenal epithelium
UBERON:0008367	breast epithelium
UBERON:0008397	tracheobronchial epithelium
UBERON:0008404	proximal tubular epithelium
UBERON:0008408	distal tubular epithelium
UBERON:0008425	mammary ridge
UBERON:0008429	cervical vertebral foramen
UBERON:0008432	thoracic vertebral foramen
UBERON:0008434	cervical vertebral arch
UBERON:0008436	thoracic vertebral arch
UBERON:0008447	intertarsal joint
UBERON:0008522	nasal muscle
UBERON:0008713	pectoral girdle and thoracic body wall skeletal muscle
UBERON:0008715	muscle tissue of prostate
UBERON:0008772	proximal epiphysis of tibia
UBERON:0008780	inner cell mass derived epiblast
UBERON:0008783	dorsal venous arch
UBERON:0008784	lower limb segment
UBERON:0008785	upper limb segment
UBERON:0008789	cranial fossa
UBERON:0008811	intromittent organ
UBERON:0008814	pharyngeal arch system
UBERON:0008816	embryonic head
UBERON:0008817	thymus primordium endoderm
UBERON:0008823	neural tube derived brain
UBERON:0008824	duct of epididymis
UBERON:0008835	hepatic diverticulum
UBERON:0008836	liver bud
UBERON:0008845	nonskeletal ligament
UBERON:0008846	skeletal ligament
UBERON:0008856	stomach muscularis externa
UBERON:0008858	pyloric canal
UBERON:0008859	cardiac gastric gland
UBERON:0008861	pyloric gastric gland
UBERON:0008870	pulmonary alveolar parenchyma
UBERON:0008874	pulmonary acinus
UBERON:0008876	hypodermis skeletal muscle layer
UBERON:0008877	epidermal-dermal junction
UBERON:0008883	osteoid
UBERON:0008886	pulmonary vascular system
UBERON:0008887	rectal venous plexus
UBERON:0008895	splanchnocranium
UBERON:0008896	post-hyoid pharyngeal arch
UBERON:0008904	neuromast
UBERON:0008906	lateral line nerve
UBERON:0008907	dermal bone
UBERON:0008909	perichordal bone
UBERON:0008921	substratum of layer of retina
UBERON:0008922	sublaminar layer S1
UBERON:0008923	sublaminar layer S2
UBERON:0008924	sublaminar layer S3
UBERON:0008925	sublaminar layer S4
UBERON:0008926	sublaminar layer S5
UBERON:0008927	sublaminar layers S1 or S2
UBERON:0008928	sublaminar layers S2 or S3
UBERON:0008929	sublaminar layers S4 or S5
UBERON:0008946	lung parenchyma
UBERON:0008947	respiratory primordium
UBERON:0008962	forelimb bone
UBERON:0008969	dental follicle
UBERON:0008987	renal parenchyma
UBERON:0008989	submocosal esophageal gland
UBERON:0008998	vasculature of brain
UBERON:0009010	periurethral tissue
UBERON:0009015	upper back skin
UBERON:0009027	vesical artery
UBERON:0009030	left pulmonary vein
UBERON:0009032	right pulmonary vein
UBERON:0009035	renal straight tubule
UBERON:0009039	lymph node germinal center
UBERON:0009042	prostatic venous plexus
UBERON:0009089	inner medulla vasa recta descending limb
UBERON:0009090	outer medulla vasa recta descending limb
UBERON:0009091	vasa recta ascending limb
UBERON:0009092	inner medulla vasa recta ascending limb
UBERON:0009093	outer medulla vasa recta ascending limb
UBERON:0009095	tip of renal papilla
UBERON:0009097	gravid organism
UBERON:0009098	gravid uterus
UBERON:0009114	cervical thymus
UBERON:0009115	thoracic thymus
UBERON:0009117	indifferent gonad
UBERON:0009122	adenohypophyseal placode
UBERON:0009124	geniculate placode
UBERON:0009125	petrosal placode
UBERON:0009127	epibranchial ganglion
UBERON:0009128	lateral line placode
UBERON:0009129	right atrium endocardium
UBERON:0009141	craniocervical region vein
UBERON:0009142	entire embryonic mesenchyme
UBERON:0009145	pharyngeal region of foregut
UBERON:0009191	sphenoid bone pre-cartilage condensation
UBERON:0009193	sphenoid cartilage element
UBERON:0009196	indifferent external genitalia
UBERON:0009198	craniofacial suture
UBERON:0009199	facial suture
UBERON:0009200	limb epidermis
UBERON:0009201	nephric duct
UBERON:0009202	vasa recta descending limb
UBERON:0009204	medial nasal process mesenchyme
UBERON:0009205	lateral nasal process mesenchyme
UBERON:0009206	lateral nasal process surface ectoderm
UBERON:0009210	pharyngeal membrane
UBERON:0009213	pharyngeal membrane of 1st arch
UBERON:0009291	cartilaginous vertebral centrum
UBERON:0009292	embryonic nasal process
UBERON:0009471	dorsum of tongue
UBERON:0009472	axilla
UBERON:0009477	associated mesenchyme of otic placode
UBERON:0009479	ectoderm of buccopharyngeal membrane
UBERON:0009480	endoderm of buccopharyngeal membrane
UBERON:0009482	associated mesenchyme of foregut-midgut junction
UBERON:0009483	mesentery of foregut-midgut junction
UBERON:0009494	pharyngeal arch mesenchymal region
UBERON:0009497	epithelium of foregut-midgut junction
UBERON:0009500	periotic mesenchyme
UBERON:0009501	mesenchyme of fronto-nasal process
UBERON:0009503	mesenchyme of hindgut
UBERON:0009505	mesenchyme of trachea
UBERON:0009506	mesenchyme of middle ear
UBERON:0009521	anal membrane endodermal component
UBERON:0009522	lateral lingual swelling epithelium
UBERON:0009523	mesenchyme of handplate
UBERON:0009526	maxillary process mesenchyme
UBERON:0009536	vascular element of left lung
UBERON:0009537	vascular element of right lung
UBERON:0009548	hepatic sinusoid of left of lobe of liver
UBERON:0009549	hepatic sinusoid of right of lobe of liver
UBERON:0009550	endoderm of foregut-midgut junction
UBERON:0009551	distal segment of digit
UBERON:0009552	distal segment of manual digit
UBERON:0009553	distal segment of pedal digit
UBERON:0009559	metacarpal/tarsal-phalangeal joint
UBERON:0009566	intestinal submucosa
UBERON:0009568	trunk region of vertebral column
UBERON:0009569	subdivision of trunk
UBERON:0009570	spinal cord sulcus limitans
UBERON:0009576	medulla oblongata sulcus limitans
UBERON:0009577	metencephalon sulcus limitans
UBERON:0009578	myelencephalon sulcus limitans
UBERON:0009580	diencephalon mantle layer
UBERON:0009581	midbrain mantle layer
UBERON:0009583	spinal cord mantle layer
UBERON:0009584	1st arch mandibular mesenchyme
UBERON:0009602	left lung associated mesenchyme
UBERON:0009603	right lung associated mesenchyme
UBERON:0009610	forebrain neural plate
UBERON:0009611	midbrain neural plate
UBERON:0009614	hindbrain neural plate
UBERON:0009615	midbrain hindbrain boundary neural plate
UBERON:0009616	presumptive midbrain
UBERON:0009617	head paraxial mesoderm
UBERON:0009618	trunk paraxial mesoderm
UBERON:0009621	tail somite
UBERON:0009622	pronephric proximal straight tubule
UBERON:0009623	spinal nerve root
UBERON:0009630	root of thoracic nerve
UBERON:0009632	root of cervical nerve
UBERON:0009638	orbitosphenoid ossification center
UBERON:0009644	trachea non-cartilage connective tissue
UBERON:0009647	tympanic membrane epithelium
UBERON:0009648	eyelid subcutaneous connective tissue
UBERON:0009651	nephron tubule basement membrane
UBERON:0009652	bronchus basement membrane
UBERON:0009653	trachea basement membrane
UBERON:0009655	auricular artery
UBERON:0009657	artery of lip
UBERON:0009661	midbrain nucleus
UBERON:0009662	hindbrain nucleus
UBERON:0009663	telencephalic nucleus
UBERON:0009664	gut mesentery
UBERON:0009668	ventral mesentery
UBERON:0009669	embryonic cloacal lumen
UBERON:0009670	rectal lumen
UBERON:0009676	early telencephalic vesicle
UBERON:0009678	tooth row
UBERON:0009679	set of lower jaw teeth
UBERON:0009697	epithelium of appendix
UBERON:0009708	dorsal pancreas
UBERON:0009709	ventral pancreas
UBERON:0009712	endocardium of right ventricle
UBERON:0009713	endocardium of left ventricle
UBERON:0009714	intermaxillary process
UBERON:0009715	stomodeal lumen
UBERON:0009722	entire pharyngeal arch endoderm
UBERON:0009731	sublaminar layers S3 or S4
UBERON:0009732	sublaminar layers S1 or S2 or S5
UBERON:0009733	sublaminar layers S1 or S2 or S3
UBERON:0009734	sublaminar layers S2 or S3 or S4
UBERON:0009735	sublaminar layers S1 or S3 or S4
UBERON:0009736	sublaminar layers S3 or S4 or S5
UBERON:0009737	sublaminar layers S1 or S2 or S3 or S4
UBERON:0009744	lymph node medullary sinus
UBERON:0009745	lymph node medullary cord
UBERON:0009749	limb mesenchyme
UBERON:0009751	cardiac mesenchyme
UBERON:0009752	pancreas mesenchyme
UBERON:0009753	adrenal gland cortex zone
UBERON:0009758	abdominal ganglion
UBERON:0009767	proximal interphalangeal joint
UBERON:0009768	distal interphalangeal joint
UBERON:0009773	renal tubule
UBERON:0009778	pleural sac
UBERON:0009842	glandular acinus
UBERON:0009843	prostate epithelial cord
UBERON:0009844	urogenital sinus lumen
UBERON:0009845	urogenital sinus mesenchyme
UBERON:0009846	embryonic cloacal epithelium
UBERON:0009847	prostate field
UBERON:0009854	digestive tract diverticulum
UBERON:0009856	sac
UBERON:0009859	endosteum
UBERON:0009870	zone of stomach
UBERON:0009871	nephrogenic zone
UBERON:0009877	metapodium region
UBERON:0009878	mesopodial skeleton
UBERON:0009879	tarsal skeleton
UBERON:0009880	carpal skeleton
UBERON:0009881	anterior lateral plate mesoderm
UBERON:0009882	anal column
UBERON:0009883	medullary ray
UBERON:0009885	interlobar artery
UBERON:0009887	interlobar vein
UBERON:0009889	secondary heart field
UBERON:0009891	facial mesenchyme
UBERON:0009906	root of optic nerve
UBERON:0009911	lobule
UBERON:0009912	anatomical lobe
UBERON:0009913	renal lobe
UBERON:0009914	renal lobule
UBERON:0009916	wall of ureter
UBERON:0009917	kidney corticomedullary boundary
UBERON:0009918	retrotrapezoid nucleus
UBERON:0009919	ureter smooth muscle
UBERON:0009920	optic neural crest
UBERON:0009950	olfactory bulb plexiform layer
UBERON:0009953	post-embryonic organism
UBERON:0009954	vomeronasal system
UBERON:0009955	neurogenic placode
UBERON:0009958	bladder lumen
UBERON:0009966	internodal tract
UBERON:0009967	spleen venous sinus
UBERON:0009969	statoacoustic epithelium
UBERON:0009970	epithelium of pancreatic duct
UBERON:0009971	principal gastric gland
UBERON:0009972	ureteropelvic junction
UBERON:0009973	ureterovesical junction
UBERON:0010000	multicellular anatomical structure
UBERON:0010001	cell cluster organ
UBERON:0010005	placental labyrinth villous
UBERON:0010009	aggregate regional part of brain
UBERON:0010011	collection of basal ganglia
UBERON:0010020	tubotympanic recess epithelium
UBERON:0010031	6th arch mesenchyme
UBERON:0010032	anterior part of tongue
UBERON:0010038	fundic gastric gland
UBERON:0010039	food storage organ
UBERON:0010042	1st arch mesenchyme
UBERON:0010045	1st arch maxillary mesenchyme
UBERON:0010046	entire pharyngeal arch associated mesenchyme
UBERON:0010047	oral gland
UBERON:0010052	mucosa of dorsum of tongue
UBERON:0010056	future tongue
UBERON:0010059	hypoglossal cord
UBERON:0010063	tympanic cavity epithelium
UBERON:0010064	open anatomical space
UBERON:0010065	auditory meatus epithelium
UBERON:0010069	outer epithelial layer of tympanic membrane
UBERON:0010070	intermediate layer of tympanic membrane
UBERON:0010071	layer of tympanic membrane
UBERON:0010074	chromaffin system
UBERON:0010077	cuboidal epithelium
UBERON:0010081	future common hepatic duct
UBERON:0010083	future dermis
UBERON:0010091	future hindbrain meninx
UBERON:0010092	future metencephalon
UBERON:0010096	future myelencephalon
